state,year,sex,agecat,pop
MO,2009,Male,65+,348650.8051927
MO,2009,Female,0-17,702208.5275127256
MO,2009,Female,18-24,292920.30519151804
MO,2009,Female,25-34,381124.0278310134
MO,2009,Female,35-44,395053.63318999973
MO,2009,Female,45-54,448667.36463348614
MO,2009,Female,55-64,357123.9187061004
MO,2009,Female,65+,469394.1825793094
MO,2010,Male,0-17,739293.3962866542
MO,2010,Male,18-24,300270.89985975076
MO,2010,Male,25-34,380519.7765130319
MO,2010,Male,35-44,390902.32865059166
MO,2010,Male,45-54,438443.3818659396
MO,2010,Male,55-64,331532.96177136165
MO,2010,Male,65+,350691.32687121956
MO,2010,Female,0-17,706318.2892051992
MO,2010,Female,18-24,294634.6572707897
MO,2010,Female,25-34,383354.6030352325
MO,2010,Female,35-44,397365.7331212091
MO,2010,Female,45-54,451293.2455158575
MO,2010,Female,55-64,359214.030322607
MO,2010,Female,65+,472141.3697105557
MO,2011,Male,0-17,734712.1179196354
MO,2011,Male,18-24,299917.89587212604
MO,2011,Male,25-34,386252.34648028936
MO,2011,Male,35-44,383163.6757855617
MO,2011,Male,45-54,438400.530137335
MO,2011,Male,55-64,342184.5531935078
MO,2011,Male,65+,356997.2568193167
MO,2011,Female,0-17,701804.3043400368
MO,2011,Female,18-24,293828.3409414887
MO,2011,Female,25-34,387173.599777998
MO,2011,Female,35-44,387965.69598687126
MO,2011,Female,45-54,450489.8354602789
MO,2011,Female,55-64,370141.00868783076
MO,2011,Female,65+,476609.83859772375
MO,2012,Male,0-17,730912.6538767884
MO,2012,Male,18-24,300844.91590333194
MO,2012,Male,25-34,389851.5665091995
MO,2012,Male,35-44,376156.8413874134
MO,2012,Male,45-54,435669.48472731654
MO,2012,Male,55-64,351197.1978878756
MO,2012,Male,65+,365762.94780601066
MO,2012,Female,0-17,697361.5842934949
MO,2012,Female,18-24,293671.296655714
MO,2012,Female,25-34,391151.5584306867
MO,2012,Female,35-44,380802.97827799583
MO,2012,Female,45-54,447619.13936115743
MO,2012,Female,55-64,379494.9306358488
MO,2012,Female,65+,483583.9042471658
MO,2013,Male,0-17,726411.6136298184
MO,2013,Male,18-24,300403.77172890713
MO,2013,Male,25-34,393939.1241097739
MO,2013,Male,35-44,370009.5114517922
MO,2013,Male,45-54,431438.9398529959
MO,2013,Male,55-64,360966.3964947291
MO,2013,Male,65+,375176.1437935458
MO,2013,Female,0-17,694506.8041827265
MO,2013,Female,18-24,294422.6255302403
MO,2013,Female,25-34,394609.8410758988
MO,2013,Female,35-44,375314.9128210199
MO,2013,Female,45-54,442495.2112810965
MO,2013,Female,55-64,389297.4006980311
MO,2013,Female,65+,491665.703349424
MO,2014,Male,0-17,723236.6468224687
MO,2014,Male,18-24,301067.71079943253
MO,2014,Male,25-34,397461.82259978144
MO,2014,Male,35-44,367594.66792157234
MO,2014,Male,45-54,423444.8808037589
MO,2014,Male,55-64,369491.5055168515
MO,2014,Male,65+,385247.9165373827
MO,2014,Female,0-17,689841.0527191429
MO,2014,Female,18-24,294358.45155087626
MO,2014,Female,25-34,398808.0950455833
MO,2014,Female,35-44,371359.20736516925
MO,2014,Female,45-54,435187.59151012695
MO,2014,Female,55-64,397758.20347404375
MO,2014,Female,65+,501435.2473338093
MO,2015,Male,0-17,720278.5587528005
MO,2015,Male,18-24,301672.5573803629
MO,2015,Male,25-34,400024.5241609885
MO,2015,Male,35-44,366389.85088201903
MO,2015,Male,45-54,414998.37658764084
MO,2015,Male,55-64,377182.59473987704
MO,2015,Male,65+,396349.6079339364
MO,2015,Female,0-17,686493.2329911696
MO,2015,Female,18-24,293373.61428549216
MO,2015,Female,25-34,400604.0340442925
MO,2015,Female,35-44,369640.9314578506
MO,2015,Female,45-54,426665.909194819
MO,2015,Female,55-64,405884.9057365145
MO,2015,Female,65+,512186.30185223656
MO,2016,Male,0-17,717681.3814688337
MO,2016,Male,18-24,303155.1458902501
MO,2016,Male,25-34,401910.13236125314
MO,2016,Male,35-44,365270.29250545945
MO,2016,Male,45-54,406863.5526148288
MO,2016,Male,55-64,383055.7935376146
MO,2016,Male,65+,408899.7689713483
MO,2016,Female,0-17,683785.963461097
MO,2016,Female,18-24,290682.69286482007
MO,2016,Female,25-34,401957.34606068896
MO,2016,Female,35-44,369288.47969148715
MO,2016,Female,45-54,417743.79896779533
MO,2016,Female,55-64,411646.19991299824
MO,2016,Female,65+,525262.4516915247
MO,2017,Male,0-17,715115.7296252036
MO,2017,Male,18-24,301248.7954293615
MO,2017,Male,25-34,405470.14410942665
MO,2017,Male,35-44,365217.6357236679
MO,2017,Male,45-54,399624.2648659325
MO,2017,Male,55-64,389418.61052787513
MO,2017,Male,65+,421584.01764851116
MO,2017,Female,0-17,681911.6583734136
MO,2017,Female,18-24,287644.6079225717
MO,2017,Female,25-34,404887.96934472374
MO,2017,Female,35-44,368956.0222092736
MO,2017,Female,45-54,410136.59157572465
MO,2017,Female,55-64,417705.86900004937
MO,2017,Female,65+,539690.0836442645
MO,2018,Male,0-17,717204.2015426399
MO,2018,Male,18-24,302128.58260694944
MO,2018,Male,25-34,406654.30630059424
MO,2018,Male,35-44,366284.2417908581
MO,2018,Male,45-54,400791.35435945546
MO,2018,Male,55-64,390555.8947442924
MO,2018,Male,65+,422815.23987622006
MO,2018,Female,0-17,683903.1588951986
MO,2018,Female,18-24,288484.66451895377
MO,2018,Female,25-34,406070.43131368
MO,2018,Female,35-44,370033.5461109739
MO,2018,Female,45-54,411334.38197290665
MO,2018,Female,55-64,418925.76522245817
MO,2018,Female,65+,541266.2307448192
MO,2019,Male,0-17,719292.6734600761
MO,2019,Male,18-24,303008.3697845374
MO,2019,Male,25-34,407838.4684917617
MO,2019,Male,35-44,367350.84785804816
MO,2019,Male,45-54,401958.4438529784
MO,2019,Male,55-64,391693.1789607097
MO,2019,Male,65+,424046.462103929
MO,2019,Female,0-17,685894.6594169835
MO,2019,Female,18-24,289324.7211153359
MO,2019,Female,25-34,407252.89328263624
MO,2019,Female,35-44,371111.07001267426
MO,2019,Female,45-54,412532.17237008864
MO,2019,Female,55-64,420145.6614448669
MO,2019,Female,65+,542842.3778453739
MT,2008,Male,0-17,114858.78634829252
MT,2008,Male,18-24,50215.622841439035
MT,2008,Male,25-34,59856.04374478171
MT,2008,Male,35-44,59054.84795720414
MT,2008,Male,45-54,75515.9619107379
MT,2008,Male,55-64,65595.77426805336
MT,2008,Male,65+,64202.95706036217
MT,2008,Female,0-17,108793.16266987356
MT,2008,Female,18-24,46625.78439397005
MT,2008,Female,25-34,56077.688641412125
MT,2008,Female,35-44,58309.80606712887
MT,2008,Female,45-54,77263.75197049724
MT,2008,Female,55-64,63980.34696669231
MT,2008,Female,65+,76064.46515955508
MT,2009,Male,0-17,115748.91650431996
MT,2009,Male,18-24,50604.78279703288
MT,2009,Male,25-34,60319.91482727918
MT,2009,Male,35-44,59512.50994979148
MT,2009,Male,45-54,76101.1938907654
MT,2009,Male,55-64,66104.12699090825
MT,2009,Male,65+,64700.515758329486
MT,2009,Female,0-17,109636.28558576785
MT,2009,Female,18-24,46987.12389664992
MT,2009,Female,25-34,56512.27830866382
MT,2009,Female,35-44,58761.69415007513
MT,2009,Female,45-54,77862.52893639877
MT,2009,Female,55-64,64476.180485735924
MT,2009,Female,65+,76653.947918282
MT,2010,Male,0-17,116541.76403327791
MT,2010,Male,18-24,50951.41132890846
MT,2010,Male,25-34,60733.08928162475
MT,2010,Male,35-44,59920.15390777201
MT,2010,Male,45-54,76622.46566893182
MT,2010,Male,55-64,66556.92167202916
MT,2010,Male,65+,65143.6960972088
MT,2010,Female,0-17,110387.26331183202
MT,2010,Female,18-24,47308.97248235924
MT,2010,Female,25-34,56899.37152358076
MT,2010,Female,35-44,59164.19523096025
MT,2010,Female,45-54,78395.86536433274
MT,2010,Female,55-64,64917.82419108201
MT,2010,Female,65+,77179.0059061001
MT,2011,Male,0-17,115986.01482519276
MT,2011,Male,18-24,50390.984790213
MT,2011,Male,25-34,62912.381010811376
MT,2011,Male,35-44,58784.91647589571
MT,2011,Male,45-54,75486.53734837525
MT,2011,Male,55-64,69146.19175381084
MT,2011,Male,65+,67162.6142794352
MT,2011,Female,0-17,110485.7726315404
MT,2011,Female,18-24,47175.66150821994
MT,2011,Female,25-34,58378.054804681065
MT,2011,Female,35-44,57891.03834038423
MT,2011,Female,45-54,77260.08897252288
MT,2011,Female,55-64,67668.90847877711
MT,2011,Female,65+,78491.83478014029
MT,2012,Male,0-17,115851.86359300958
MT,2012,Male,18-24,51047.55981570169
MT,2012,Male,25-34,63526.79776540823
MT,2012,Male,35-44,58543.409920416634
MT,2012,Male,45-54,73960.60777060612
MT,2012,Male,55-64,71159.41496893877
MT,2012,Male,65+,69558.73336798599
MT,2012,Female,0-17,110117.77633896354
MT,2012,Female,18-24,46612.25345559329
MT,2012,Female,25-34,59729.73786643923
MT,2012,Female,35-44,57162.568767189645
MT,2012,Female,45-54,75731.48842786276
MT,2012,Female,55-64,70401.62393253834
MT,2012,Female,65+,80350.16400934612
MT,2013,Male,0-17,116623.08632682859
MT,2013,Male,18-24,51450.943660533136
MT,2013,Male,25-34,65090.940127424255
MT,2013,Male,35-44,58153.19821261545
MT,2013,Male,45-54,72360.59741986913
MT,2013,Male,55-64,72906.684493778
MT,2013,Male,65+,72502.70186289375
MT,2013,Female,0-17,110028.42513875064
MT,2013,Female,18-24,47323.824622404
MT,2013,Female,25-34,60675.55207630234
MT,2013,Female,35-44,57004.18228758786
MT,2013,Female,45-54,73729.87523158488
MT,2013,Female,55-64,72956.42104883662
MT,2013,Female,65+,82757.56749059139
MT,2014,Male,0-17,116558.34743484005
MT,2014,Male,18-24,52264.82472748591
MT,2014,Male,25-34,65914.13742758628
MT,2014,Male,35-44,58400.009025507505
MT,2014,Male,45-54,70484.55525701282
MT,2014,Male,55-64,74264.97418146407
MT,2014,Male,65+,75445.91084789888
MT,2014,Female,0-17,110560.24520901854
MT,2014,Female,18-24,47999.03372517066
MT,2014,Female,25-34,61683.88622176733
MT,2014,Female,35-44,56751.97789083538
MT,2014,Female,45-54,71589.3352166698
MT,2014,Female,55-64,74796.04028339477
MT,2014,Female,65+,85177.7225513479
MT,2015,Male,0-17,116973.93565973752
MT,2015,Male,18-24,53210.03980687869
MT,2015,Male,25-34,66486.65259451325
MT,2015,Male,35-44,59218.18187462488
MT,2015,Male,45-54,68633.57827592222
MT,2015,Male,55-64,74743.27784988454
MT,2015,Male,65+,78843.15437582968
MT,2015,Female,0-17,110910.9525386346
MT,2015,Female,18-24,48206.30147561
MT,2015,Female,25-34,62731.056014640795
MT,2015,Female,35-44,57187.0317503023
MT,2015,Female,45-54,69144.41253218934
MT,2015,Female,55-64,76217.89284014274
MT,2015,Female,65+,87996.5324110894
MT,2016,Male,0-17,117573.59875160128
MT,2016,Male,18-24,53004.741340308836
MT,2016,Male,25-34,67263.08287057439
MT,2016,Male,35-44,60297.15226633808
MT,2016,Male,45-54,66905.07329652106
MT,2016,Male,55-64,75505.43965502921
MT,2016,Male,65+,82420.51662658749
MT,2016,Female,0-17,111288.08975259699
MT,2016,Female,18-24,48638.44843857333
MT,2016,Female,25-34,63470.41894544705
MT,2016,Female,35-44,58106.37777056862
MT,2016,Female,45-54,67516.33396131097
MT,2016,Female,55-64,77509.07278254352
MT,2016,Female,65+,91364.65354199908
MT,2017,Male,0-17,118921.04070254073
MT,2017,Male,18-24,53470.39621813408
MT,2017,Male,25-34,67664.47492965078
MT,2017,Male,35-44,62027.132091484105
MT,2017,Male,45-54,65480.29856427366
MT,2017,Male,55-64,76150.65454400687
MT,2017,Male,65+,85826.06501647794
MT,2017,Female,0-17,112337.83497206423
MT,2017,Female,18-24,48565.202386339144
MT,2017,Female,25-34,64700.08949742781
MT,2017,Female,35-44,59410.4151818399
MT,2017,Female,45-54,65655.15538004122
MT,2017,Female,55-64,78596.6048557962
MT,2017,Female,65+,94284.63565992337
MT,2018,Male,0-17,119961.65203687485
MT,2018,Male,18-24,53938.2856683711
MT,2018,Male,25-34,68256.56880242207
MT,2018,Male,35-44,62569.89673859216
MT,2018,Male,45-54,66053.27993459317
MT,2018,Male,55-64,76817.00621539584
MT,2018,Male,65+,86577.08077878394
MT,2018,Female,0-17,113320.84036501977
MT,2018,Female,18-24,48990.16923626661
MT,2018,Female,25-34,65266.24369575729
MT,2018,Female,35-44,59930.28240676906
MT,2018,Female,45-54,66229.66682429296
MT,2018,Female,55-64,79284.35966663495
MT,2018,Female,65+,95109.66763022618
MT,2019,Male,0-17,121002.26337120896
MT,2019,Male,18-24,54406.175118608124
MT,2019,Male,25-34,68848.66267519337
MT,2019,Male,35-44,63112.66138570022
MT,2019,Male,45-54,66626.26130491268
MT,2019,Male,55-64,77483.35788678483
MT,2019,Male,65+,87328.09654108997
MT,2019,Female,0-17,114303.84575797534
MT,2019,Female,18-24,49415.13608619407
MT,2019,Female,25-34,65832.39789408678
MT,2019,Female,35-44,60450.14963169822
MT,2019,Female,45-54,66804.17826854473
MT,2019,Female,55-64,79972.11447747367
MT,2019,Female,65+,95934.699600529
NE,2008,Male,0-17,230617.34268602793
NE,2008,Male,18-24,94594.34744222886
NE,2008,Male,25-34,119258.63111123463
NE,2008,Male,35-44,114771.4927901063
NE,2008,Male,45-54,129040.6725291461
NE,2008,Male,55-64,98372.56982922254
NE,2008,Male,65+,102543.19216285694
NE,2008,Female,0-17,222021.48736635863
NE,2008,Female,18-24,90033.32210824706
NE,2008,Female,25-34,115218.80875981381
NE,2008,Female,35-44,111806.0275445008
NE,2008,Female,45-54,129578.84955520046
NE,2008,Female,55-64,100646.09318418676
NE,2008,Female,65+,137875.16293086918
NE,2009,Male,0-17,232710.5634739109
NE,2009,Male,18-24,95452.94225637463
NE,2009,Male,25-34,120341.09369999304
NE,2009,Male,35-44,115813.22743055652
NE,2009,Male,45-54,130211.92277023553
NE,2009,Male,55-64,99265.45804710624
NE,2009,Male,65+,103473.9354408393
NE,2009,Female,0-17,224036.68703564233
NE,2009,Female,18-24,90850.51833141109
NE,2009,Female,25-34,116264.60350726047
NE,2009,Female,35-44,112820.84585062183
NE,2009,Female,45-54,130754.98461251998
NE,2009,Female,55-64,101559.61725838951
NE,2009,Female,65+,139126.60028513861
NE,2010,Male,0-17,234874.13599388592
NE,2010,Male,18-24,96340.39386034878
NE,2010,Male,25-34,121459.93712276801
NE,2010,Male,35-44,116889.97406628222
NE,2010,Male,45-54,131422.53793816437
NE,2010,Male,55-64,100188.3556328771
NE,2010,Male,65+,104435.96036962412
NE,2010,Female,0-17,226119.61620009728
NE,2010,Female,18-24,91695.17996581671
NE,2010,Female,25-34,117345.54670742722
NE,2010,Female,35-44,113869.7715122629
NE,2010,Female,45-54,131970.64877204198
NE,2010,Female,55-64,102503.84425762524
NE,2010,Female,65+,140420.09760077816
NE,2011,Male,0-17,235972.78751238927
NE,2011,Male,18-24,96002.19635301846
NE,2011,Male,25-34,123855.0050042442
NE,2011,Male,35-44,115221.11144522991
NE,2011,Male,45-54,130782.42295212351
NE,2011,Male,55-64,103894.01158262187
NE,2011,Male,65+,106200.4438184926
NE,2011,Female,0-17,226168.42019987194
NE,2011,Female,18-24,91425.8774624792
NE,2011,Female,25-34,119244.17084256955
NE,2011,Female,35-44,112525.87483156938
NE,2011,Female,45-54,131305.2277943213
NE,2011,Female,55-64,106445.0961815405
NE,2011,Female,65+,141495.3540195283
NE,2012,Male,0-17,237224.15937013284
NE,2012,Male,18-24,96232.92042274255
NE,2012,Male,25-34,125967.33293547988
NE,2012,Male,35-44,114123.06273990235
NE,2012,Male,45-54,129709.8707862832
NE,2012,Male,55-64,107398.66546325575
NE,2012,Male,65+,108388.56165360371
NE,2012,Female,0-17,227220.73096295857
NE,2012,Female,18-24,91110.00479011178
NE,2012,Female,25-34,121743.03208220188
NE,2012,Female,35-44,111454.60282514259
NE,2012,Female,45-54,130187.57683715809
NE,2012,Female,55-64,109883.54831812515
NE,2012,Female,65+,142678.9308129016
NE,2013,Male,0-17,237995.07143962535
NE,2013,Male,18-24,96537.10537378673
NE,2013,Male,25-34,127721.79325432703
NE,2013,Male,35-44,113658.4481238037
NE,2013,Male,45-54,127982.11302518156
NE,2013,Male,55-64,110124.3793280391
NE,2013,Male,65+,111258.84681191882
NE,2013,Female,0-17,228064.42928609243
NE,2013,Female,18-24,91673.07603665242
NE,2013,Female,25-34,123310.53799334826
NE,2013,Female,35-44,110845.57651421978
NE,2013,Female,45-54,128336.63411389398
NE,2013,Female,55-64,113317.09496124346
NE,2013,Female,65+,144588.89373786736
NE,2014,Male,0-17,240022.7678125389
NE,2014,Male,18-24,97260.01702183155
NE,2014,Male,25-34,128736.35382624753
NE,2014,Male,35-44,114243.01802581028
NE,2014,Male,45-54,126002.58393838814
NE,2014,Male,55-64,113172.40121533698
NE,2014,Male,65+,114032.33846424127
NE,2014,Female,0-17,228590.3629498975
NE,2014,Female,18-24,92893.48053181233
NE,2014,Female,25-34,124319.17321085115
NE,2014,Female,35-44,111093.96630985811
NE,2014,Female,45-54,126112.98813171036
NE,2014,Female,55-64,116092.54148458436
NE,2014,Female,65+,146950.0070768914
NE,2015,Male,0-17,241489.8830035868
NE,2015,Male,18-24,97819.07103107206
NE,2015,Male,25-34,130029.12221476279
NE,2015,Male,35-44,115228.87031692581
NE,2015,Male,45-54,123414.69364730806
NE,2015,Male,55-64,115193.45575369177
NE,2015,Male,65+,117441.77459672136
NE,2015,Female,0-17,228974.3763566773
NE,2015,Female,18-24,93427.66519005118
NE,2015,Female,25-34,124913.23559443984
NE,2015,Female,35-44,111776.45632393888
NE,2015,Female,45-54,123630.21656070379
NE,2015,Female,55-64,118420.22838664468
NE,2015,Female,65+,149747.9510234759
NE,2016,Male,0-17,242939.9415519075
NE,2016,Male,18-24,98493.62865825492
NE,2016,Male,25-34,130882.78415465387
NE,2016,Male,35-44,116124.79766369224
NE,2016,Male,45-54,121203.52260906127
NE,2016,Male,55-64,117063.95146867071
NE,2016,Male,65+,121497.32477027352
NE,2016,Female,0-17,230791.72874123126
NE,2016,Female,18-24,94433.08016812147
NE,2016,Female,25-34,124840.5907426888
NE,2016,Female,35-44,112819.01679460405
NE,2016,Female,45-54,120934.03510946658
NE,2016,Female,55-64,120339.33901073696
NE,2016,Female,65+,153560.2585566368
NE,2017,Male,0-17,243973.50380506896
NE,2017,Male,18-24,98670.1327431292
NE,2017,Male,25-34,131751.19999725436
NE,2017,Male,35-44,118023.86826060855
NE,2017,Male,45-54,118917.89643021012
NE,2017,Male,55-64,118790.32276161466
NE,2017,Male,65+,125204.44332155354
NE,2017,Female,0-17,231713.26925727102
NE,2017,Female,18-24,93966.10683602959
NE,2017,Female,25-34,125367.45412031442
NE,2017,Female,35-44,114150.08368881278
NE,2017,Female,45-54,118084.6176266064
NE,2017,Female,55-64,122089.01333529751
NE,2017,Female,65+,156873.08781622886
NE,2018,Male,0-17,245461.20685709702
NE,2018,Male,18-24,99271.80405307296
NE,2018,Male,25-34,132554.59323171346
NE,2018,Male,35-44,118743.55489167712
NE,2018,Male,45-54,119643.03467145673
NE,2018,Male,55-64,119514.68308340211
NE,2018,Male,65+,125967.91570503733
NE,2018,Female,0-17,233126.2117796888
NE,2018,Female,18-24,94539.09390940805
NE,2018,Female,25-34,126131.92051199602
NE,2018,Female,35-44,114846.14873376451
NE,2018,Female,45-54,118804.67469551266
NE,2018,Female,55-64,122833.48843167166
NE,2018,Female,65+,157829.66944450166
NE,2019,Male,0-17,246948.90990912507
NE,2019,Male,18-24,99873.47536301674
NE,2019,Male,25-34,133357.98646617256
NE,2019,Male,35-44,119463.2415227457
NE,2019,Male,45-54,120368.17291270335
NE,2019,Male,55-64,120239.04340518957
NE,2019,Male,65+,126731.38808852113
NE,2019,Female,0-17,234539.15430210662
NE,2019,Female,18-24,95112.08098278652
NE,2019,Female,25-34,126896.38690367763
NE,2019,Female,35-44,115542.21377871622
NE,2019,Female,45-54,119524.73176441892
NE,2019,Female,55-64,123577.9635280458
NE,2019,Female,65+,158786.25107277444
NV,2008,Male,0-17,339583.65248424903
NV,2008,Male,18-24,125889.99826075794
NV,2008,Male,25-34,196063.79422867842
NV,2008,Male,35-44,200962.26518808305
NV,2008,Male,45-54,186670.94341349415
NV,2008,Male,55-64,148508.01527039328
NV,2008,Male,65+,144211.14627823088
NV,2008,Female,0-17,322593.68737921666
NV,2008,Female,18-24,118433.96315920785
NV,2008,Female,25-34,187136.5047348776
NV,2008,Female,35-44,187287.66100805407
NV,2008,Female,45-54,181887.3512217036
NV,2008,Female,55-64,153237.1912038403
NV,2008,Female,65+,161163.82616921305
NV,2009,Male,0-17,343555.18531092367
NV,2009,Male,18-24,127362.31960775155
NV,2009,Male,25-34,198356.8191997132
NV,2009,Male,35-44,203312.57924848795
NV,2009,Male,45-54,188854.1161726346
NV,2009,Male,55-64,150244.861120763
NV,2009,Male,65+,145897.73895495856
NV,2009,Female,0-17,326366.51746020536
NV,2009,Female,18-24,119819.08393589716
NV,2009,Female,25-34,189325.12237352616
NV,2009,Female,35-44,189478.04646472473
NV,2009,Female,45-54,184014.57843317074
NV,2009,Female,55-64,155029.34618739533
NV,2009,Female,65+,163048.68552984792
NV,2010,Male,0-17,345832.9140939745
NV,2010,Male,18-24,128206.71618114092
NV,2010,Male,25-34,199671.9006064942
NV,2010,Male,35-44,204660.51673716673
NV,2010,Male,45-54,190106.19582270517
NV,2010,Male,55-64,151240.9661406029
NV,2010,Male,65+,146865.0230874888
NV,2010,Female,0-17,328530.28748152056
NV,2010,Female,18-24,120613.46978104916
NV,2010,Female,25-34,190580.3247369966
NV,2010,Female,35-44,190734.26269618212
NV,2010,Female,45-54,185234.57254101365
NV,2010,Female,55-64,156057.17175698763
NV,2010,Female,65+,164129.678336677
NV,2011,Male,0-17,344571.85468707216
NV,2011,Male,18-24,128754.13455993799
NV,2011,Male,25-34,199639.7373453091
NV,2011,Male,35-44,201446.9873819666
NV,2011,Male,45-54,191578.65127500752
NV,2011,Male,55-64,153788.75873420923
NV,2011,Male,65+,151065.19944258162
NV,2011,Female,0-17,327306.07177088613
NV,2011,Female,18-24,121293.77393697004
NV,2011,Female,25-34,190693.79892690794
NV,2011,Female,35-44,189323.9013696437
NV,2011,Female,45-54,185003.14300013913
NV,2011,Female,55-64,159204.42041059386
NV,2011,Female,65+,169128.56715877482
NV,2012,Male,0-17,344956.9893188531
NV,2012,Male,18-24,130364.15485000392
NV,2012,Male,25-34,201351.09952503582
NV,2012,Male,35-44,200248.89027011275
NV,2012,Male,45-54,193583.8735324702
NV,2012,Male,55-64,157498.19207870413
NV,2012,Male,65+,157873.71456887128
NV,2012,Female,0-17,328571.0147141266
NV,2012,Female,18-24,122912.57073430851
NV,2012,Female,25-34,192089.90297699434
NV,2012,Female,35-44,189269.42459814422
NV,2012,Female,45-54,186125.18493723107
NV,2012,Female,55-64,163287.327981173
NV,2012,Female,65+,176433.659913971
NV,2013,Male,0-17,344520.31319828896
NV,2013,Male,18-24,131330.30808192916
NV,2013,Male,25-34,203282.6595503552
NV,2013,Male,35-44,199049.15110623697
NV,2013,Male,45-54,195484.94793752237
NV,2013,Male,55-64,161344.27580432122
NV,2013,Male,65+,165787.32358997915
NV,2013,Female,0-17,328924.8899726234
NV,2013,Female,18-24,124019.82629723969
NV,2013,Female,25-34,193329.5408272181
NV,2013,Female,35-44,189338.12152526714
NV,2013,Female,45-54,187530.59040916958
NV,2013,Female,55-64,167826.77203554785
NV,2013,Female,65+,185203.27966430114
NV,2014,Male,0-17,345148.24839802086
NV,2014,Male,18-24,132336.9250010139
NV,2014,Male,25-34,205846.43698544026
NV,2014,Male,35-44,198480.37801638478
NV,2014,Male,45-54,197570.8493936813
NV,2014,Male,55-64,165676.09988035852
NV,2014,Male,65+,174786.6980370686
NV,2014,Female,0-17,329699.53215111326
NV,2014,Female,18-24,125479.22209717322
NV,2014,Female,25-34,196326.49990874802
NV,2014,Female,35-44,190486.5299306485
NV,2014,Female,45-54,189616.81232510036
NV,2014,Female,55-64,172629.7575434968
NV,2014,Female,65+,194928.01033175163
NV,2015,Male,0-17,346668.8962751855
NV,2015,Male,18-24,132857.31868095745
NV,2015,Male,25-34,209827.31356632305
NV,2015,Male,35-44,199220.37655557925
NV,2015,Male,45-54,199822.06500023586
NV,2015,Male,55-64,170236.82892166043
NV,2015,Male,65+,184327.81878315008
NV,2015,Female,0-17,331465.75656283996
NV,2015,Female,18-24,126287.94688912743
NV,2015,Female,25-34,200734.33538480892
NV,2015,Female,35-44,192468.5506868346
NV,2015,Female,45-54,191390.22659181117
NV,2015,Female,55-64,177454.0151888277
NV,2015,Female,65+,205904.55091265892
NV,2016,Male,0-17,349332.2809988264
NV,2016,Male,18-24,133076.56461672627
NV,2016,Male,25-34,213475.98210886837
NV,2016,Male,35-44,200108.98762737866
NV,2016,Male,45-54,201647.45691067676
NV,2016,Male,55-64,174445.5511536462
NV,2016,Male,65+,194726.40191295207
NV,2016,Female,0-17,334167.6633173333
NV,2016,Female,18-24,126504.1333402837
NV,2016,Female,25-34,205546.07793539806
NV,2016,Female,35-44,194038.40996741303
NV,2016,Female,45-54,193612.65710425435
NV,2016,Female,55-64,181581.53936006693
NV,2016,Female,65+,217508.2936461757
NV,2017,Male,0-17,352496.16285137954
NV,2017,Male,18-24,131939.7952730956
NV,2017,Male,25-34,219374.70348630846
NV,2017,Male,35-44,202251.89671800466
NV,2017,Male,45-54,203011.53791998894
NV,2017,Male,55-64,178488.92003913116
NV,2017,Male,65+,205050.62900553204
NV,2017,Female,0-17,337153.0574898926
NV,2017,Female,18-24,125082.43797279867
NV,2017,Female,25-34,211423.17464440002
NV,2017,Female,35-44,196824.27062306833
NV,2017,Female,45-54,196094.47982062004
NV,2017,Female,55-64,185608.75499052022
NV,2017,Female,65+,227605.17916525988
NV,2018,Male,0-17,359847.1731096278
NV,2018,Male,18-24,134691.28845440617
NV,2018,Male,25-34,223949.57795496457
NV,2018,Male,35-44,206469.68948913072
NV,2018,Male,45-54,207245.17236786746
NV,2018,Male,55-64,182211.15596810638
NV,2018,Male,65+,209326.786978677
NV,2018,Female,0-17,344184.1002228398
NV,2018,Female,18-24,127690.92674960394
NV,2018,Female,25-34,215832.22668363503
NV,2018,Female,35-44,200928.87482845492
NV,2018,Female,45-54,200183.86485416722
NV,2018,Female,55-64,189479.4690740981
NV,2018,Female,65+,232351.69326442096
NV,2019,Male,0-17,367198.1833678761
NV,2019,Male,18-24,137442.7816357167
NV,2019,Male,25-34,228524.45242362068
NV,2019,Male,35-44,210687.48226025677
NV,2019,Male,45-54,211478.806815746
NV,2019,Male,55-64,185933.39189708163
NV,2019,Male,65+,213602.94495182196
NV,2019,Female,0-17,351215.142955787
NV,2019,Female,18-24,130299.41552640923
NV,2019,Female,25-34,220241.2787228701
NV,2019,Female,35-44,205033.47903384152
NV,2019,Female,45-54,204273.2498877144
NV,2019,Female,55-64,193350.18315767602
NV,2019,Female,65+,237098.2073635821
NH,2008,Male,0-17,152204.51342261705
NH,2008,Male,18-24,62353.20479870071
NH,2008,Male,25-34,72014.64660231564
NH,2008,Male,35-44,94974.96740564061
NH,2008,Male,45-54,110624.35992386253
NH,2008,Male,55-64,82625.50758596862
NH,2008,Male,65+,74677.62719273879
NH,2008,Female,0-17,144190.5342257137
NH,2008,Female,18-24,60418.31254571179
NH,2008,Female,25-34,72129.81876023166
NH,2008,Female,35-44,97551.81925188309
NH,2008,Female,45-54,111873.22671448218
NH,2008,Female,55-64,84359.09893686086
NH,2008,Female,65+,95908.36263327295
NH,2009,Male,0-17,152227.18379924793
NH,2009,Male,18-24,62362.49210960326
NH,2009,Male,25-34,72025.37295414781
NH,2009,Male,35-44,94989.11362399624
NH,2009,Male,45-54,110640.83706930079
